review,trueL,preL
刚安装时遇到一点小问题，联系客服后，还主动打电话指导，很快就处理好了，比较有耐心，服务物流都不错，买这个产品的售后无忧，价钱也比较实惠，想买的可以考虑,0,0
穿着大小合适，挺有范的，跟卖家描述的一模一样好看,0,0
中国要当心了？美国人贼心不死一心要拉中国下水，他把战祸倒入非洲，非洲大地上中国人在兢兢业业地埋头帮非洲人民搞建设，如遇战祸肯定不能达到预期目标，战火一起，非洲大乱，中国要么卷铺盖走人避祸，将即将完成的建设成果拱手让人，要么派兵保护既有成果加入战团被成功拉下水！美国人恶毒啊！为了一己利益不惜生灵涂炭祸害四方!,1,1
渣男，渣女。,1,1
娑资。怎样才能学会不失望？,1,0
东西顺利收到，黑色白色各买了一件，掌柜推荐的尺码合适，物品描述和实物一致，划算,0,0
驱蚊效果不错,0,0
日常zhizhang2去亻尔石马的学习劳资要阿爸去亻尔石马的作业劳资要鹿爸比去亻尔石马的学校劳资要一白去亻尔石马的读书劳资要世勋去...,1,1
十分感谢，十分感谢方便快捷,0,0
颜色很漂亮时尚，使用方便干净,0,0
上身效果超级棒，小姐姐不要观望了，下手吧,0,0
相当差评，被可爱的外表欺骗，不好用,0,0
狗啮尸米，你也去尝尝呀____！,1,1
东西确实不错哦，感觉质量都很好~,0,0
收到宝贝了，质量好且柔软，而且很性感的,0,0
痆才啮袥,1,0
一直很好的，赞一下,0,0
以后给孩子买衣服就在你家啦,0,0
把律师也弄死刑，什么人，什么逻辑，杀人了都可以说付不起医药费，在几刀，然后不是故意杀人，那世界是不是乱套了，是不是没有法律了，满大街都可以杀人了，说付不起医药费，不是故意，是不是这个意思，律师出的什么主意，当我们傻啊,1,1
浴巾前两天就收到了，昨天下水洗了面料很柔软，价格也适中,0,0
#·消遣别人深情的人痆就是个垃圾,1,1
用完之后真的洗下来白色的东西,0,0
说是加厚的也没加呀,0,0
好吃的不得了，还没到手就被分出去三袋,0,0
你这不是犯键吗？你是不是要看看你是怎么犯键的呢？,1,1
杀马特杀马特！洗剪吹.吹.吹.....,1,1
茶具做工精致，买来送给老爸的，有需要还会回购,0,0
很好用(✪▽✪)，效果不错哦，清洁好帮手,0,0
东西很好啊，就是ems这个快递，明明我坐地铁都能到的地方，楞是给我第三天才到,0,0
货收到，速度够快，就是没弄明白水瓶怎么使用,0,0
配八把钥匙��非常给力,0,0
买错了，后面想换，结果联系两天客服一直不理人，开始买的时候都在,0,0
上衣最好长5cm,0,0
挺划算，希望对老人有用,0,0
不是我要的颜色,0,0
对..我脑瓜子被猪拱了，明知道不熟悉哈尔滨，还到处乱逛，冻死....然后用微信打车，不小心打两个，驾菂我还不知道，两个出租...,1,1
评5分,0,0
你杩半夜暴毙，横尸街头，挫骨扬灰,1,1
仿佛是个娑汓,1,1
商家发的东西好多，说明书写得很详细，不怕不会用，期待效果～,0,0
"渣渣(﹁""﹁)不卖说个J..B",1,1
衣服领口涉及来看不懂，上身很难看,0,0
鞋子和图片相差太大了，不好看，资料也不好,0,0
一点异味都没有，很轻薄，覆盖面大，总之很棒了,0,0
可以多学习地理了哈哈,0,0
速度体验总体很不错，就是充电头有点发热,0,0
好朋友推荐的，用着跟以前买的没区别,0,0
边缝太难看了大家不要买,0,0
会晃动不是特别稳，做工不是特别好，轻轻一碰就特别晃，还有点歪,0,0
防潮效果特别好，这回不用怕大米吃不完会发潮了,0,0
你穿起像个莎子,1,1
鞋边的颜色是涂上去的，价格不值得,0,0
谢谢老板茶叶已经收到，下次还会再来光顾，祝老板生意兴隆哈,0,0
调音师和客服都很耐心，很尽责,0,0
外婆喜欢吃，大家也都专门挑选这个，剩下硬质糖果一大堆,0,0
正好,0,0
裙子挺厚的,0,0
小孩太小了点，不怎么爱做，但是用了几次还可以,0,0
只说是个胸罩的造型，就不是那么回事，就一块布，加两条皮筋，还29元，太坑了,0,0
你才是个真正的臭必非主流子杀马特丑gou____,1,1
原来的坏了替换零件,0,0
面膜收到了，到家之后就用了一贴，脸上湿湿润润的，很光滑，我很高兴买到这么好的产品,0,0
书包质量可靠，布料很好不错结识耐用性书包��,0,0
最毒妇人心,1,1
干净，不怕夏天了,0,0
内容清楚,0,0
卡在一块的时候很费劲，有的还卡不进去,0,0
穿了热，不太透气,0,0
7/6下單~三催四請後在12說發貨了，但物流一直沒消息，又不是拍預售商品~~訂的其他家都早已到集運了，就這家最慢，物流看也沒消息，集運最後四天後7/16才攬件…真的很誇張，衣服是不錯，很挺又好看，但出貨速度不敢恭維，給中評是出貨及處理不儘理想,0,0
为了腕带包邮而买的眼镜，送男朋友，上班整天对着电脑辐射大哦，爱护眼睛从我做起,0,0
不好，一点也不结实，买来是放卫生间凉衣服的，没凉几件就掉下来了，不好用,0,0
一般吧，比普通的要结实点,0,0
买来刷地板，实惠，非常干净,0,0
价格超级便宜喔，一共买了两条，以后还会回购,0,0
就是，什么狗屁店，骗子，至今没有退款，怎么解决，难道就送她买棺材吧,1,1
味道很好哦﻿⊙∀⊙,0,0
空间很足，格局也很喜欢，很接地气，装拿都方便，之前用的是无纺布的，跟这次买的树脂材料的质量差很大，抱歉评价晚了哈，柜子很好，各个地方都挺紧的，门都可以关的很严密，封闭性很好，整体还是不错的，客服服务态度很不错噢，然后售后服务也很及时，很满意的一次购物哟，没有好评返现也要给大的赞，物美价廉的，弟弟也觉得不错，这不现在又下单给弟弟也买一个啦，他房间可是乱死啦，希望有了这个鞋柜，可以帮他改掉邋遢的习惯啦，我放在卧室刚刚好，可能装得不是很好，这个价格也算物超所值啦~,0,0
送貨快，品質好，讚,0,0
还送个小本本,0,0
很cool，～，过几天就可以去游泳啦，总体来说质量中等，背带处有一点小线头，这个价格不错啦，物流嘛还算快的，背后的设计非常的有feel，等出去玩再返图，搭一条牛仔裤，不嫌麻烦的话，出街也是不错的选择，有个性，属于一款我比较满意的泳衣了，喜欢的小姐姐可以下单啦～,0,0
有点儿勒肉肉哦,0,0
这个很差,0,0
非常适合，就小朋友很喜欢,0,0
质量料子都不错,0,0
买了3个月的，就用了3天，坑,0,0
客服服务态度不认真，我提醒了要颜色搭配开，客服也同意了，发过来的货还是同一种颜色,0,0
就是衣服有味儿,0,0
支你马，沙匕店主。,1,1
握笔器很实用,0,0
你@驾菂换什么小号_我以为自己被狗咬了不跟你计较_你还换小号来_你@妈有病吧,1,1
能装下好多东西,0,0
还可以的不是第一次买,0,0
你是傻。逼吧曹泥马,1,1
尺码也刚合适，没有买过的朋友可以试一下，绝对不会让你失望的,0,0
草，你坨马干净啊！长得珎杩逼样,1,1
小了点，然后里面没有夹层，其他满意，物流不行，卖家挺好工作效率高，还送了一个很漂亮的蝴蝶结小头绳和小本子，考虑周到,0,0
宝贝比我想象中的小，不过质量还不错，好评吧,0,0
你就是个娑批曹泥马,1,1
丑死了，辣鸡,1,1
高大上，特别好看，还送了一个小相片框,0,0
买他家东西的亲，请三四,0,0
小胖子怎么啦就要被嫌弃啊没有夏天其实很辛苦的一天到晚都要想着吃啊什么好吃不她都知道冬天很暖和你冷的话可以抱抱她啊还为那些小瘦子遮太阳也想过要减肥啊，可是肚子咕咕叫得好可怜，小胖子好善良的怎么可能忍心要肚子叫呢，要是有一天小胖子变成了闪电那世界上就没坨肉的小动物了啊，料子舒服，上身好看,0,0
我没你拽想走直说，塔马的我嫌你碍眼滚,1,1
专业差评师，撕全家,1,1
泵很好，以前用的也是这款,0,0
舒服不磨脚不掉跟物流挺快,0,0
好小,0,0
可以的，试了一下，挺凉的,0,0
花色没有色差，尺寸很标准,0,0
下次选举她们还能胜，你不信？要么台湾人民比你傻？,1,1
玫红色严重掉色，质量次的不是一心半点,0,0
店家售后服务很到位,0,0
穿上正好客服推荐的尺码很标准羞羞嗒,0,0
[嘿嘿]卧草的,1,1
鞋子太大了，号码不正确,0,0
又该有一帮SS逼来说.我电脑那么高的配置花了几万.才上4k&你一台破游戏机2千多块还想4k？nc的喷子请三思后行.莫打脸,1,1
不错好吃，继续买,0,0
马的，牲口王八蛋骗子，日你全家,1,1
模型非常棒，可以用到，秒发货,0,0
?巷尾???暖阳?我就草你全家个黑木耳了，想要礼物吗,1,1
样式还挺喜欢,0,0
一直回购下去，满意就是说很好用～不无,0,0
而且物流还挺快的哈,0,0
nice，黑丝行动4beta版到手,0,0
搭配什么衣服都好看，喜欢的小姐姐的可以入手了，哈哈……,0,0
很刹比的玩沙.不得不说厦门的沙子真心好玩,1,0
发过来一个坏的,0,0
很顺滑，挺亮的，没有乱,0,0
有点薄，透的,0,0
睁眼说瞎话,1,1
染发膏齐全,0,0
滚吧掰掰,1,1
祢坨冯的才桫淧啦,1,0
鞋子质量非常好很很满意,0,0
曹你马的城里狗，老子就农村的。没有农村人你它马币毛都不是。,1,1
淘宝购物这么多年头了，这应该是唯一一次差评，大家看看吧，极其不负责任的快递和推卸商家，让人接受不了的态度问题,0,0
有趣的体恤,0,0
漂亮，质量也不错的，不显瘦，到也不会显胖，减龄，超可爱,0,0
褪去你的外衣，脱掉你粉红的内衣，露出你圆润的玉体，雪白尖峰高高耸立，香味诱人垂涎欲滴，令多少饥饿人着迷，抓你捏你含你嚼你，从小我就离不开你，啊，亲爱的花生米,0,1
什么辣几?点的年糕直接送过来一袋生的，是要我自己煮自己准备佐料?第一次遇见这样的，投诉投诉,1,0
评价晚了，好大一箱，送朋友很高档,0,0
包装放心，质地优良,0,0
很实用很小巧,0,0
笔写起来还不错,0,0
就看你不爽,1,1
买给外婆的，没打开吃，箱子有点变形,0,0
很仙，不过颜色略有些偏差，实物颜色较暗,0,0
客服服务也好,0,0
一群汉奸当权，也就是做一下,1,1
可笑，国产货卖国内要关税？那个沙币说的，美狗想，为了跪舔美爹成本加关税还比国内便宜不知多少。,1,1
这不是海底捞的问题，而是我们整个社会的问题，训斥服务员，蔑视扫马路大爷，看不起民工等事情到处都是，说到底就是不懂的尊重，不懂的平等的我们，这就是中国，gdp光鲜，文化滞后。,1,1
放屁，我就不信三月有樱桃，,1,1
曹十几块钱在这逼逼,1,1
产品收到，质量很好非常满意,0,0
隔热效果还不错，贴完还剩了很多，图片是剩下了,0,0
因为喜欢好穿,0,0
以后还继续订货,0,0
很美，等穿了再来上图,0,0
鱼竿看上去还可以，质量应该不错,0,0
这家东西以后都别买了，真你马的坑，就十几块还这么的不负责任，破了好多洞，真你马的恶心，十几块给你全家买棺材吧！曹你马，沙币，死你全家,1,1
草，大沙币,1,1
下面与评价无关，人静时，躺下来仔细想想，人活着真不容易，明知以后会死，还要努力的活着，人活一辈子到底是为什么，复杂的社会，看不透的人心，放不下的牵挂，经历不完的酸甜苦辣，走不完的坎坷，越不过的无奈，忘不了的昨天，忙不完的今天，想不到的明天，最后不知道会消失在哪一天，这就是人生,0,0
滚，卖家，死,1,1
以后还会买的,0,0
衣服质量好次，布料好硬，洗了还掉眼色，一次性衣服，洗一次没法穿皱的，真不知道那些评论不掉颜色的怎么好意思说出口,0,0
你才有病吧.死fzl小学生。。,1,1
不得不说加湿效果真的很好，喷雾效果很不错哦,0,0
穿上很仙，9月15号婚期过后可转，将幸福传递下去,0,0
感觉挺好吃的，越吃越香,0,0
完工,0,0
用来泡睡眠牙套,0,0
哈好,0,0
不好用，感觉就是普通的面膜，没感觉有什么效果,0,0
从上到下都是一帮无诚信的浣亿，人心已凉。,1,0
掉漆就不说了，重点是钥匙卡进去圈口就合不上,0,0
扸子，揌扸子,1,0
也谢谢送的手套线组和饵料,0,0
效果真的很好，下次一定再来光顾,0,0
关键是硅胶，柔软才好用，原来那些塑料的根本取不出来,0,0
超级容易断,0,0
就是有一点回音，定位也不是太准,0,0
手机壳收到了，还防摔，还会继续关注店辅的,0,0
nonono~CAO你马的千千万，姿势换了一遍又一遍——！,1,1
很甜,0,0
做事效率太低，补发一个杯子能补上半个月，真是厉害��,0,0
这次购买好多样，店家发货很齐全，没有漏项，宝贝也都不错，还会回头购买的,0,0
面都碎了，不好,0,0
设计的图案也还可以，但是颜色感觉有点土，在鲜艳一点就更好了,0,0
鞋面软,0,0
不满意，大人款的一穿膝盖就是鼓起来的大包，孩子的还可以,0,0
还可以做凉鞋穿，真的是方便,0,0
店是我开的。别在我的地盘la史。你别把自己的腚当脸使。谁给你脸了,1,1
商家太差了，态度也不好，我要的是酸甜的却给我送的咸口的，给他打电话还咬史橛子硬强，再也不吃他家的冷面了，,1,0
我燥弥杩的大雪B，真是没教养，有狗生没狗管的死狗。珎杩没教导你是从哪里来的？珎杩是从哪里来的？真是没教养，哪来自信骂人。死辣鸡，一坨史。,1,1
枕头不错,0,0
沵是桫玭笃,1,0
长隆海洋王国是去了还想去的好景点，虽然门票贵了那么一丢丢，但物有所值，5d影院看了两次，白鲸剧场一如既往地好看，烟花特技表演也是美不胜收,0,1
调理有一个月多点，最大感受是睡眠好多了，便秘也改善了，早上起来没像以前那么昏昏沉沉的累，相信娜娜，我会继续调理,0,0
真的超级大，30块钱退都不想退，还臭，果然便宜无好货,0,0
感觉有点失望，不太好,0,0
黑心店,1,1
收到宝贝的衣服了，穿上去很凉快，又大气，还显得皮肤很白，美美滴，服务也很周到,0,0
他zu上180代被国人扒了fen，抛shi露gu！他目前，在世的全族nv性都是biao子！他的子sun后代，男的世世wei奴。女的代代wei娼！是否毒了点？好吧。他根本没有hou代！他只是个yin阳人！每次想发泄xing欲的时候，都会用手去捅他家的lao母。,1,1
༺ཉི།倾心།ཉྀ༻不要以为你晒黑了，就能掩盖你是白吃的事实。,1,1
不错很好放心购买吧,0,0
又回购了,0,0
客服人很好.，朋友拿来锻炼，朋友反馈说很舒服，透气，帮朋友拍了两张，还是很帅气的，物流发货很快,0,0
很炫酷，很装淧，颜值特别高,0,0
傻你蚂币,1,1
什么狗屁免签，就算出钱请我去，我都不会去看狗窝。我是人不是狗。,1,1
就是夹心少了点��,0,0
既然你不要lian，我就再给你扒一层皮！我为什么说你是水军，因为你是个新号，现在淘宝有个功能就是可以添加淘友，添加时有显示你注册taobao多长时间以及taobao的等级！我，淘等级V二，淘龄两千三百五十七天。而你，淘等级V零，淘龄六十二天，你明显是个小号！请问你还有什么话可说？,1,1
同一款不同颜色买了2件，都很合适，以后就认定你们家的衣服了,0,0
最可恨的是他父亲，不是人，儿子15岁丟了不抓紧找，儿子书包被流浪汉拿去，当父亲的应该一赶去要，他应该想到该死的流浪汉不给，就会打架，孩子还小，他怎放心，不负责任的父亲，不是人，该死。,1,1
很漂亮的手机壳，一拿出来超有范，和姐姐一人一个，手机壳做工很细致,0,0
就是脚后跟梆子有点低了,0,0
这包装真是low的一批，包装盒都没有，送人都不好意思送,0,0
卡通图案的质量不是很好,0,0
他们這堆不是人為什么做中国式尾牙身体不是人但血是人血,1,1
买的两黑一肤，拿到快递发现是两肤一黑，晚上穿身上睡觉有点勒的喘不过气来,0,0
裤子很好穿的很帅百搭,0,0
民进党是世界罕见的奇葩政党，上至党首，下至党员，都是无赖之极,1,1
虽然表面有凹凸防滑功能，但因为是比较光滑的表面，所以老人用还是不放心，我放在门口做脚踏垫了,0,0
我没有穿但是看着很好看,0,0
对于宝贝我是很满意的，以前不愿意写评论，现在知道认真评论才是正道,0,0
有点甜,0,0
适合小宝宝的，新生儿应该要睡硬一点，放在床上正合适，快递超级快，头天买第二天就到啦，作为多次回购的买家强烈推荐这家店，以下是凑字数写的,0,0
尺码也很正，洗了也没有掉色，穿出去朋友都说挺好看的，都问我要了链接,0,0
喜欢吃，全麦的粗粮的，营养又健康,0,0
打开货以后，里面居然有漏的,0,0
小编是沙币苹果粉,1,1
感觉买的有点多，就是快递绕来绕去，到手推迟了一天，椰蓉小方也推迟一天做,0,0
可不可以衮，沙妣，淘宝里还爆粗口，信不信日你全家,1,1
送了很多小东西,0,0
你活着不如去做慰安妇，好受还挣钱，不用做微商欺瞒顾客招骂了！鳖孙！,1,1
2逼,1,1
来晚了不好意思，实用,0,0
芒果收到，放了几天，熟了两个，今天吃了，芒果味道挺重，很甜,0,0
“良心企业”，小编高端黑，高，实在是高，MLGB的联想我联你MB的想，祝你早日倒闭,1,1
这**，买个42驾菂给我发个39，起码也要发41吧,0,0
气死吧��������,1,1
小孩子很喜欢玩，也不贵，开心就好,0,0
但是全部是散装的～,0,0
盘子很精致，特意放微波炉试了试，耐高温，小孩子可以放心使用，也不怕小孩子摔,0,0
漏水漏的特别快，一开始还以为宝宝喝水快，后来才发现是这个问题，买过那么多水壶，这家买了两个一个不好出水，一个漏水飞快,0,0
挡鼠板质量好,0,0
吃完饭再买，五香的鸭腿都停不下吃了，越吃越好吃,0,0
“和此卖家交流，与您交流我只想说：亲，你实在是太好了，你的高风亮节太让人感动了，而今，沧海桑田50年，朦胧中，二目如电，混沌初开；二斧下去，女娲造人；三斧下去，怎不叫人喜极而泣……看着交易成功，我竟产生出一种无以名之的悲痛感——啊，我要给好评……评到所有人都看到为止，”,0,0
机器效率很快一小时喷了100多平,0,0
开始囤秋天的衣服了，穿上合适呢，稀饭,0,0
蚂币这样的无良商家：想害死狗狗呀,1,1
发货配送高效神速，世界一流，坚果的质量和超市无两样，区别就是以前超市买过的坚果包装比这个大，不清楚是否换新包装了，还是份量也有所减少,0,0
膜有白边，非专业人士无法处理,0,1
终于收到我需要的宝贝了，价美物廉，谢谢掌柜的，说实在，这是我购物来让我最满意的一次，无论是掌柜的态度还是对物品，我都非常满意的，掌柜态度很专业热情，回复也很快，我问了不少问题，他都不觉得烦，都会认真回答我，这点我向掌柜表示由衷的敬意，这样的好掌柜可不多，再说宝贝，正是我需要的，收到的时候包装完整，打开后让我惊喜的是，宝贝比我想象中的还要好，不得竖起大拇指，下次需要的时候我还会再来的，到时候麻烦掌柜给个优惠哦，￼,0,0
一共三盆，两盆完全变黑,0,0
你他么！用点人听的懂的话说行么！,1,1
袜子收到了，穿上很透气很舒适,0,0
真尼玛丑，出来它妈吓人,1,1
【红包】你身边的渣男/渣女,1,1
回购，挺满意,0,0
都很漂亮，有需要的话还会来的,0,0
一个小偷竟然说人家是盗贼，说别人之前请把脏物藏好行不行？,1,1
你就一表，子养的，一点素质没有。珎杩烂b看来你会烂舌头。,1,1
赶紧屍了吧，一场骗局！,1,0
寄给妈妈了，妈妈说可以，就是穿着有些紧,0,0
台湾劳团总共有多少人？？如果人数够多，来个全台劳团罢工罢课罢市，全部人集中在民进党所有办公地点周围，每个人肚子饿了就吃零食，然后把所有吃剩的东西，和并辣几一起扔到民进党的办公地点，用辣几都能够把这些卖国贼给淹死掉。,1,1
差评，鞋架少几根管子，抽纸包是乍线的，我的发带没有发过来，给你们客服说也没人理，抽纸盒也沾不上去，在你家买十几样东西感觉都不怎么样，便宜没好货不要了,0,0
我来秀一波、来自母亲般的关爱！！！凑你驾菂！！！mua～,1,1
跟图片不是很一样，太软没有嚼劲，辣椒站多数,0,0
燥珎杩的，沟壁东西，都别买，让它去肆吧,1,0
很显白的颜色，好看~,0,0
买了二十斤，一个没坏，吃完还会再来买的,0,0
꧁巷尾ℳℓ♛暖阳��你个saoB本性就是挨草的货,1,1
孩子喜欢玩,0,0
��狼大叔M暧昧你爸珎杩马上要屍了,1,1
沙发收到了，沙发简约大气，客服也非常热情,0,0
很喜欢这个刷子，很大，洗完有点轻微掉毛不是问题，稍微有点扎脸，但是比我之前的刷子好多了，五星好评吧,0,0
写起来很舒服,0,0
可以，值得购买的,0,0
完美，我喜欢这鞋子,0,0
做工可以,0,0
包装太烂,0,0
对于他们的服务，我想打十星,0,0
挺满意，收到就可以直接用了，刚好要出门几天，就带上它来个说走就走的旅行吧��,0,0
锻炼身体棒棒哒,0,0
感觉一点都不值，十块钱就那么一点土，还没我在实体店买的一块钱的多,0,0
woc它码的，陪你禁言好了,1,1
大草原good2主播尼蚂币炸了，公交车的你喜欢被那个体育生玩是不？武汉体院曹你舒服么，每天记得删啊别忘了，我是魔鬼中的天使他爹,1,1
衣服做工质量很好，面料凉凉的，滑滑的，上身好看,0,0
别是个傻纸吧你��,1,1
与日本人打交道要多留一个心眼，因日本人一惯心怀鬼胎，从未安过好心。,1,1
就是生产日期6月19的，现在都8月了，还有十多天就过期了，真的好忐忑,0,0
快递刚到就拆了看了，描述都很清楚，我要动手做一件属于我的汉服哈,0,0
比我想象的还要好��，谢谢店家的推荐，我喜欢,0,0
店家服务不错,0,0
perfectamente，como，siempre,0,0
包饺子不用剁肉馅了,0,0
收货时刚好亲戚来我家玩，我就把粉色的条送人了，看到有的评价说褪色，所以立马洗了，但没有褪色的哟,0,0
非常喜欢这款衣服的设计，面料摸起来很舒服,0,0
包装盒压扁了，还好里面是好的，颜值很高，只是这味道，闻起来很劣质,0,0
煞笔小编，表题党,1,1
量多,0,0
615616617努比亚食翔去吧。只用过一部z7往后的产品越来越烂,1,1
尺码合适，客服很耐心的服务,0,0
穿着很不舒服，动不动你退货啊，我要不是洗了，试穿了，真想退掉了，不是正货,0,0
你麻逼何时开服,1,1
感觉就很好，好用定会回购,0,0
青年学生该死的多！,1,1
我去你驾菂你在这装祢笃了戈壁的有钱人啊现在的农民都塔马比你有钱家里好几台农用车不比你那破逼烂苹果值钱啊你看你用那破逼苹果还是被咬了一口的烂了的苹果燥珎杩的你看你爸妈造你的时候脑子让逼给夹的不青啊你爸的精子是不是在你没出生插尼蚂币里的时候给你灌多了祢笃了嗅比的买完烂苹果是不是没钱交话费了一直偷着蹭网呢燥珎杩的看你那逼刺两咧逼样,1,1
祢笃屍了！,1,0
充电头都露出来了，用起来不方便，有点刺到手的感觉,0,0
用完手白白，强烈推荐哦,0,0
商品到目前为止我还没用，两瓶洗面奶和一瓶很小的美白霜20g，不过是领券买的，真的很便宜哦，可以尝试一下,0,0
别到处看了什么小编看点dlrblh又出新事件什么的.用点脑子别被别人带着走可好？小编说什么你就信什么，我真坨马佩服你的智商...,1,1
到了，比想象中小了点，没达到我想要的要求，重新买了一个30cm的花,0,0
鞋子质量很好大小码合适,0,0
颜色有些深，其它还可以，质量用过在评,0,0
图片挺好看，现实够残酷，一看不用穿，扔了,0,0
我买的手机防水套用了一次就进水了,0,0
孩子穿上很舒服,0,0
不知道效果怎样，好评了,0,0
收到真心喜欢,0,0
指甲刀很好用，使用起来很方便,0,0
我有点薄不能和桌子贴合，没法这点钱就怕如此,0,0
没有网吧卖的好吃,0,0
鞋子超级舒服，穿着一点都不会累，��,0,0
已经好几次回购了，袜子质量挺好的，推荐了好多人，以后还会回购这家店,0,0
榴莲很好吃，做活动很便宜，又买了6盒，希望多做活动，冰冰凉凉的很好吃,0,0
跟图片上一样一分价钱货,0,0
有个珠子发错了，但是就两颗几块钱，因为我是为了买这个珠子来的，所以我就问了一下掌柜，掌柜马上帮我补发了，真的非常感谢,0,0
质量好好的哦,0,0
如果我是江妈妈，我会找到刘鑫。反正我下半辈子没有指望了。大不了拉着她一起死。不要说我狠毒，为了自己的孩子什么都可以付出。,1,1
最后一球为什么不传，你这样让慕斯的脸往哪放,1,1
很百搭的裤子,0,0
孩子们都很喜欢，我闺女说他们俩是双胞胎，��,0,0
手机壳好看，好喜欢，每换一次手机就像个新一样哈哈，第一次用这种支架的，不怕手滑了,0,0
料子很好，颜色也跟图上一样,0,0
手机还行，可惜耳机现在都不是标配了,0,0
买给家人的，发货很快的，嘻嘻,0,0
手机壳很酷，感觉高大上，还送了手机钢化膜，太划算了,0,0
沙滩鞋很快就收到了，卖家发货速度真的快，一收到就试穿了下，尺码正合适，脚感很好，以后还会来买,0,0
鞋子到了，跟期待中的一样，非常适合可爱的小仙女们穿，好多朋友都在问我要链接,0,0
丢丢丢疯子妈卖批的，我要是做喷子比你合格千百倍！至少不会认怂不敢扣字，只敢以学狗叫的名义复制粘贴！??,1,1
我是我们村第一个在淘宝上买东西的人，这里大部分人是不网购的，他们买东西价格一般不超过五块，听说我在淘宝买东西后，整个村都震惊了，村长跑到我家里对我爸说我是不是疯了，媳妇跟我闹离婚，说这日子没法过了，面对重重压力，我坚持要买，我相信我这个月的工资不会白花，终于快递到了，我怀揣着激动的心情，颤抖的打开包裹，那一霎那，感觉我的眼都要亮瞎了，啊.这颜值，这手感，这质量，只怪我读书少，无法用华丽的语言来形容它，我举着它，骄傲的站在村口，整个村都沸腾了，更有人喊，我不给他们看，他们就跳井，吓得我赶紧收起宝贝，挤出人群落荒而逃，为测试宝贝效果，我立刻去我们村高达100米山上村长家客厅里用，用完后，在全村人羡慕的目光中，仰首挺胸,0,0
终于到了，几乎都放弃了,0,0
蛮香的，味道不刺鼻,0,0
活该活该,1,1
刚收到货就拆开了，每一个的包装都很认真，再也不怕快递暴力，接下来一个星期的晚餐不要愁啦，天使杯和小纤肉一样让人惊艳，笔芯,0,0
裤子超级好看,0,0
苹果？辣几手机，老子就是农村的！低于三星w2016我不用！自以为是，来我看看你城里人多有气质？,1,1
重要的事情说三边,0,0
实用性强，家人喜欢，快寄快,0,0
芡实核桃糕都买了几年了，一直在这里回购，店家好人,0,0
草尼马傻玭,1,1
君子曰144期-抅日德“人民”-20160723,1,1
如果你遇到没本事的人瞎逼逼会怎样？,1,1
款式真的好喜欢，棒棒的,0,0
信号稳定，网速很快,0,0
老板是非常负责的，品德绝对杠杠的，还会力推,0,0
到货很长时间了，今天才看见实物，客服介绍的尺码正合身,0,0
给忙忘了，这包太喜欢了，皮质非常软，拉链顺滑，顺丰太快了，昨晚买的，今天就到了，推存,0,0
买小了点,0,0
干_你_妈，水军,1,1
乱七八糟的买了一堆，优惠价格买到几块钱买一堆太实惠了，物美价廉特别开心，一百昏，美妆蛋使用了一次了，上粉挺均匀的，也不是很吃粉，睫毛夹不是很好，有点松松的，感觉夹不紧，不是很出型，剪眉刀最满意了，价格便宜还好用,0,0
每一本都挺薄的，儿子还是比较喜欢的，拿回来就涂了一本，每一本没有多少页，不一会就图完了,0,0
刷祢笃个币的屏啊，派狗日死你,1,1
砂匕装尼玛色逼辣鸡东西,1,1
死棒子，恶心，小便坨杩想睡，小便你爸头上长草咯！,1,1
我曰过你全家啊桫牝快滚,1,1
还赚钱呢，无齿,1,1
操，你，妹，,1,1
下面的一层放两套泳衣，两双沙滩鞋，两张毛巾，上面两层，一层可装两件浴袍，一层可装旺仔牛奶，饼干，糖果……不错，理想的选择，我推荐值得购买,0,0
曾经的强大真是走了枸矢运遇到清政府,1,0
蛤蛤蛤我真坨笃的乖！,1,1
收到太满意，外包装盒很精致，小袋子装着也挺漂亮，味道很好吃，味道有种小时候回忆，咬上去满满都是甜蜜蜜味道，外皮松脆，里面满满红糖酱料，红糖，肚脐饼送礼也不错哦,0,0
充值很快就到账了，比直接充值便宜很多,0,0
设计师很负责，安装师傅也很好,0,0
拖鞋很可爱啊，闺女特喜欢,0,0
我有一句妈卖批不知当讲不当讲。,1,1
使用不起来效果不错,0,0
很好合照的粉末塔马图哦雨诺魔图我哦五天木头人久了，哦弄巨魔now魔图莫毅呃哦了的得得的的，得得饿的，饿了，得呃的，的，饿的的，呃one么得的得,0,0
颜色很正很好看，赞٩(๑^o^๑)۶,0,0
慈善公益？扯犊子呢？和明星义演一样，最后还不是啥差冤大头粉丝花钱。粑粑淘宝店，一个都没卖出去。写俩字就卖9999，卖1万多，213卖213买，碰到213好买卖吧。,1,1
非常的喜欢，重点很好配衣服鞋底非常的软和轻便，还会介绍朋友关顾的…,0,0
秒到账很快，听说好评必须85字，不然没有积分，那么问题来了，怎么样才可以达到85字呢，这个问题在我的脑海里久久不去，马云爸爸怎么可以这样欺负我，不给我买冰阔洛也就算了，还让我一个二年级的小学生评论一定要写85字，哼，好过分啊，一定要记在小本本上，￣へ￣,0,0
第二次购买了质量非常好，以后还会继续购买,0,0
他说穿着很舒服，透气,0,0
链子的质量非常好，玉质通透，水头够，跟我的平安扣真的配搭得非常完美,0,0
